image_path,xmin,xmax,ymin,ymax,class_id
dataset\0002듀컵\0002_00000247.jpg,56,208,2,92,2
dataset\0002듀컵\0002_00000349.jpg,83,194,2,124,2
dataset\0002듀컵\0002_00000345.jpg,125,255,38,207,2
dataset\0002듀컵\0002_00000237.jpg,5,140,20,159,2
dataset\0002듀컵\0002_00000346.jpg,107,160,33,97,2
dataset\0002듀컵\0002_00000305.jpg,97,237,10,175,2
dataset\0002듀컵\0002_00000274.jpg,89,249,13,139,2
dataset\0002듀컵\0002_00000246.jpg,61,285,8,154,2
dataset\0002듀컵\0002_00000415.jpg,123,225,9,151,2
dataset\0002듀컵\0002_00000432.jpg,5,128,92,180,2
dataset\0002듀컵\0002_00000453.jpg,111,180,44,145,2
dataset\0002듀컵\0002_00000264.jpg,111,208,58,179,2
dataset\0002듀컵\0002_00000387.jpg,88,190,46,117,2
dataset\0002듀컵\0002_00000337.jpg,37,140,49,128,2
dataset\0002듀컵\0002_00000374.jpg,65,166,48,147,2
dataset\0002듀컵\0002_00000427.jpg,56,123,33,108,2
dataset\0002듀컵\0002_00000352.jpg,117,223,24,113,2
dataset\0002듀컵\0002_00000308.jpg,121,212,9,154,2
dataset\0002듀컵\0002_00000380.jpg,125,178,100,163,2
dataset\0002듀컵\0002_00000303.jpg,75,170,37,156,2
dataset\0002듀컵\0002_00000241.jpg,75,233,4,172,2
dataset\0002듀컵\0002_00000239.jpg,99,231,28,148,2
dataset\0002듀컵\0002_00000353.jpg,13,141,6,168,2
dataset\0002듀컵\0002_00000299.jpg,14,127,77,212,2
dataset\0002듀컵\0002_00000327.jpg,194,294,80,186,2
dataset\0002듀컵\0002_00000447.jpg,99,186,49,158,2
dataset\0002듀컵\0002_00000459.jpg,104,215,48,175,2
dataset\0002듀컵\0002_00000444.jpg,96,175,24,164,2
dataset\0002듀컵\0002_00000307.jpg,50,159,85,218,2
dataset\0002듀컵\0002_00000469.jpg,184,270,4,84,2
dataset\0002듀컵\0002_00000322.jpg,13,167,40,168,2
dataset\0002듀컵\0002_00000263.jpg,124,274,17,172,2
dataset\0002듀컵\0002_00000339.jpg,85,199,18,124,2
dataset\0002듀컵\0002_00000260.jpg,158,245,60,172,2
dataset\0002듀컵\0002_00000472.jpg,79,162,34,136,2
dataset\0002듀컵\0002_00000454.jpg,33,199,9,135,2
dataset\0002듀컵\0002_00000394.jpg,112,186,49,152,2
dataset\0002듀컵\0002_00000365.jpg,84,225,10,245,2
dataset\0002듀컵\0002_00000285.jpg,120,251,13,127,2
dataset\0002듀컵\0002_00000278.jpg,56,187,2,136,2
dataset\0002듀컵\0002_00000262.jpg,36,208,8,145,2
dataset\0002듀컵\0002_00000270.jpg,45,175,17,119,2
dataset\0002듀컵\0002_00000281.jpg,116,187,108,182,2
dataset\0002듀컵\0002_00000368.jpg,88,182,4,133,2
dataset\0002듀컵\0002_00000388.jpg,97,159,48,139,2
dataset\0002듀컵\0002_00000423.jpg,96,179,17,129,2
dataset\0002듀컵\0002_00000272.jpg,34,168,34,145,2
dataset\0002듀컵\0002_00000351.jpg,127,262,21,176,2
dataset\0002듀컵\0002_00000357.jpg,29,182,9,120,2
dataset\0002듀컵\0002_00000340.jpg,53,207,6,133,2
dataset\0002듀컵\0002_00000255.jpg,127,251,10,104,2
dataset\0002듀컵\0002_00000409.jpg,113,191,84,162,2
dataset\0002듀컵\0002_00000259.jpg,46,172,12,151,2
dataset\0002듀컵\0002_00000449.jpg,29,148,2,104,2
dataset\0002듀컵\0002_00000347.jpg,91,159,37,123,2
dataset\0002듀컵\0002_00000411.jpg,125,210,38,133,2
dataset\0002듀컵\0002_00000417.jpg,154,277,8,162,2
dataset\0002듀컵\0002_00000258.jpg,105,176,34,164,2
dataset\0002듀컵\0002_00000335.jpg,136,230,96,178,2
dataset\0002듀컵\0002_00000428.jpg,107,190,61,163,2
dataset\0002듀컵\0002_00000464.jpg,119,192,21,135,2
dataset\0002듀컵\0002_00000401.jpg,81,150,56,155,2
dataset\0002듀컵\0002_00000362.jpg,30,237,12,253,2
dataset\0002듀컵\0002_00000359.jpg,77,246,20,133,2
dataset\0002듀컵\0002_00000456.jpg,105,220,4,164,2
dataset\0002듀컵\0002_00000370.jpg,41,254,17,249,2
dataset\0002듀컵\0002_00000309.jpg,105,203,4,97,2
dataset\0002듀컵\0002_00000398.jpg,108,194,16,139,2
dataset\0002듀컵\0002_00000268.jpg,95,202,20,105,2
dataset\0002듀컵\0002_00000257.jpg,61,242,5,121,2
dataset\0002듀컵\0002_00000384.jpg,93,176,42,129,2
dataset\0002듀컵\0002_00000325.jpg,104,196,48,107,2
dataset\0002듀컵\0002_00000317.jpg,147,267,9,107,2
dataset\0002듀컵\0002_00000310.jpg,84,225,8,187,2
dataset\0002듀컵\0002_00000314.jpg,26,115,99,207,2
dataset\0002듀컵\0002_00000297.jpg,121,226,33,137,2
dataset\0002듀컵\0002_00000267.jpg,20,290,10,206,2
dataset\0002듀컵\0002_00000399.jpg,104,190,5,112,2
dataset\0002듀컵\0002_00000435.jpg,119,216,8,154,2
dataset\0002듀컵\0002_00000288.jpg,113,186,20,137,2
dataset\0002듀컵\0002_00000397.jpg,121,186,61,152,2
dataset\0002듀컵\0002_00000450.jpg,68,196,6,152,2
dataset\0002듀컵\0002_00000344.jpg,105,208,9,103,2
dataset\0002듀컵\0002_00000252.jpg,40,155,44,214,2
dataset\0002듀컵\0002_00000312.jpg,64,225,26,133,2
dataset\0002듀컵\0002_00000439.jpg,95,172,56,148,2
dataset\0002듀컵\0002_00000240.jpg,111,207,18,159,2
dataset\0002듀컵\0002_00000291.jpg,137,223,10,128,2
dataset\0002듀컵\0002_00000287.jpg,41,247,8,139,2
dataset\0002듀컵\0002_00000465.jpg,99,156,41,140,2
dataset\0002듀컵\0002_00000301.jpg,120,242,18,204,2
dataset\0002듀컵\0002_00000403.jpg,198,266,91,155,2
dataset\0002듀컵\0002_00000276.jpg,97,210,17,128,2
dataset\0002듀컵\0002_00000402.jpg,45,255,18,270,2
dataset\0002듀컵\0002_00000442.jpg,105,187,52,163,2
dataset\0002듀컵\0002_00000302.jpg,88,184,91,208,2
dataset\0002듀컵\0002_00000269.jpg,137,290,22,145,2
dataset\0002듀컵\0002_00000333.jpg,10,215,9,274,2
dataset\0002듀컵\0002_00000315.jpg,66,155,6,99,2
dataset\0002듀컵\0002_00000414.jpg,119,183,75,159,2
dataset\0002듀컵\0002_00000360.jpg,112,180,13,115,2
dataset\0002듀컵\0002_00000369.jpg,107,220,99,184,2
dataset\0002듀컵\0002_00000261.jpg,41,286,33,223,2
dataset\0002듀컵\0002_00000336.jpg,99,253,6,107,2
dataset\0002듀컵\0002_00000466.jpg,116,237,44,131,2
dataset\0002듀컵\0002_00000245.jpg,91,143,113,163,2
dataset\0002듀컵\0002_00000334.jpg,100,212,30,230,2
dataset\0002듀컵\0002_00000321.jpg,79,183,13,93,2
dataset\0002듀컵\0002_00000286.jpg,44,207,10,212,2
dataset\0002듀컵\0002_00000311.jpg,100,195,6,145,2
dataset\0002듀컵\0002_00000280.jpg,29,234,17,216,2
dataset\0002듀컵\0002_00000350.jpg,152,271,9,125,2
dataset\0002듀컵\0002_00000378.jpg,92,188,8,111,2
dataset\0002듀컵\0002_00000462.jpg,80,239,41,158,2
dataset\0002듀컵\0002_00000425.jpg,108,211,17,152,2
dataset\0002듀컵\0002_00000348.jpg,108,192,16,113,2
dataset\0002듀컵\0002_00000460.jpg,84,223,5,121,2
dataset\0002듀컵\0002_00000446.jpg,58,223,4,179,2
dataset\0002듀컵\0002_00000418.jpg,60,200,9,198,2
dataset\0003백색유황앵무\0003_00000154.jpg,129,208,29,104,3
dataset\0003백색유황앵무\0003_00000209.jpg,66,128,154,222,3
dataset\0003백색유황앵무\0003_00000150.jpg,125,204,34,109,3
dataset\0003백색유황앵무\0003_00000298.jpg,88,155,21,87,3
dataset\0003백색유황앵무\0003_00000281.jpg,26,93,40,108,3
dataset\0003백색유황앵무\0003_00000147.jpg,133,212,30,105,3
dataset\0003백색유황앵무\0003_00000021.jpg,176,247,24,88,3
dataset\0003백색유황앵무\0003_00000192.jpg,133,210,34,104,3
dataset\0003백색유황앵무\0003_00000170.jpg,117,210,76,155,3
dataset\0003백색유황앵무\0003_00000256.jpg,77,145,75,131,3
dataset\0003백색유황앵무\0003_00000269.jpg,34,109,48,109,3
dataset\0003백색유황앵무\0003_00000259.jpg,69,141,64,123,3
dataset\0003백색유황앵무\0003_00000229.jpg,83,175,32,109,3
dataset\0003백색유황앵무\0003_00000293.jpg,72,139,32,100,3
dataset\0003백색유황앵무\0003_00000087.jpg,148,233,42,115,3
dataset\0003백색유황앵무\0003_00000127.jpg,129,195,45,116,3
dataset\0003백색유황앵무\0003_00000248.jpg,104,168,60,115,3
dataset\0003백색유황앵무\0003_00000118.jpg,65,139,120,187,3
dataset\0003백색유황앵무\0003_00000296.jpg,81,148,25,85,3
dataset\0003백색유황앵무\0003_00000336.jpg,124,191,21,87,3
dataset\0003백색유황앵무\0003_00000159.jpg,129,216,36,111,3
dataset\0003백색유황앵무\0003_00000013.jpg,150,211,45,103,3
dataset\0003백색유황앵무\0003_00000320.jpg,93,160,48,113,3
dataset\0003백색유황앵무\0003_00000195.jpg,135,211,45,115,3
dataset\0003백색유황앵무\0003_00000224.jpg,113,195,30,89,3
dataset\0003백색유황앵무\0003_00000223.jpg,93,175,32,91,3
dataset\0003백색유황앵무\0003_00000136.jpg,131,196,48,119,3
dataset\0003백색유황앵무\0003_00000092.jpg,125,207,72,139,3
dataset\0003백색유황앵무\0003_00000108.jpg,52,125,152,219,3
dataset\0003백색유황앵무\0003_00000273.jpg,18,101,46,115,3
dataset\0003백색유황앵무\0003_00000166.jpg,120,212,62,141,3
dataset\0003백색유황앵무\0003_00000208.jpg,68,129,159,227,3
dataset\0003백색유황앵무\0003_00000197.jpg,115,191,66,136,3
dataset\0003백색유황앵무\0003_00000233.jpg,89,172,46,117,3
dataset\0003백색유황앵무\0003_00000204.jpg,76,145,155,223,3
dataset\0003백색유황앵무\0003_00000089.jpg,140,225,52,124,3
dataset\0003백색유황앵무\0003_00000211.jpg,117,218,42,155,3
dataset\0003백색유황앵무\0003_00000287.jpg,49,116,40,108,3
dataset\0003백색유황앵무\0003_00000068.jpg,108,184,101,171,3
dataset\0003백색유황앵무\0003_00000340.jpg,144,211,18,84,3
dataset\0003백색유황앵무\0003_00000291.jpg,66,133,32,100,3
dataset\0003백색유황앵무\0003_00000145.jpg,136,211,33,105,3
dataset\0003백색유황앵무\0003_00000027.jpg,152,223,50,115,3
dataset\0003백색유황앵무\0003_00000080.jpg,162,242,41,107,3
dataset\0003백색유황앵무\0003_00000051.jpg,91,159,184,258,3
dataset\0003백색유황앵무\0003_00000260.jpg,66,139,61,120,3
dataset\0003백색유황앵무\0003_00000311.jpg,101,168,33,99,3
dataset\0003백색유황앵무\0003_00000239.jpg,97,172,49,113,3
dataset\0003백색유황앵무\0003_00000245.jpg,104,168,66,121,3
dataset\0003백색유황앵무\0003_00000305.jpg,115,182,14,80,3
dataset\0003백색유황앵무\0003_00000200.jpg,100,180,108,182,3
dataset\0003백색유황앵무\0003_00000255.jpg,81,150,75,131,3
dataset\0003백색유황앵무\0003_00000249.jpg,100,164,60,115,3
dataset\0003백색유황앵무\0003_00000310.jpg,103,170,32,97,3
dataset\0003백색유황앵무\0003_00000198.jpg,103,179,89,159,3
dataset\0003백색유황앵무\0003_00000302.jpg,104,171,13,79,3
dataset\0003백색유황앵무\0003_00000119.jpg,70,136,112,175,3
dataset\0003백색유황앵무\0003_00000317.jpg,97,164,48,113,3
dataset\0003백색유황앵무\0003_00000109.jpg,48,121,155,222,3
dataset\0003백색유황앵무\0003_00000294.jpg,76,143,32,100,3
dataset\0003백색유황앵무\0003_00000308.jpg,101,168,30,96,3
dataset\0003백색유황앵무\0003_00000275.jpg,16,99,48,116,3
dataset\0003백색유황앵무\0003_00000015.jpg,171,235,32,92,3
dataset\0003백색유황앵무\0003_00000194.jpg,135,211,37,107,3
dataset\0003백색유황앵무\0003_00000149.jpg,125,204,34,109,3
dataset\0003백색유황앵무\0003_00000230.jpg,83,175,34,112,3
dataset\0003백색유황앵무\0003_00000006.jpg,140,195,60,116,3
dataset\0003백색유황앵무\0003_00000131.jpg,132,198,41,112,3
dataset\0003백색유황앵무\0003_00000277.jpg,10,93,49,117,3
dataset\0003백색유황앵무\0003_00000329.jpg,109,174,38,101,3
dataset\0003백색유황앵무\0003_00000201.jpg,77,158,147,220,3
dataset\0003백색유황앵무\0003_00000064.jpg,107,180,121,196,3
dataset\0003백색유황앵무\0003_00000301.jpg,100,167,14,80,3
dataset\0003백색유황앵무\0003_00000050.jpg,103,171,140,214,3
dataset\0003백색유황앵무\0003_00000004.jpg,141,196,73,129,3
dataset\0003백색유황앵무\0003_00000019.jpg,178,249,28,92,3
dataset\0003백색유황앵무\0003_00000327.jpg,101,168,37,103,3
dataset\0003백색유황앵무\0003_00000284.jpg,36,103,33,101,3
dataset\0003백색유황앵무\0003_00000121.jpg,85,151,104,167,3
dataset\0003백색유황앵무\0003_00000325.jpg,95,162,38,104,3
dataset\0003백색유황앵무\0003_00000322.jpg,89,156,44,109,3
dataset\0003백색유황앵무\0003_00000280.jpg,26,93,42,111,3
dataset\0003백색유황앵무\0003_00000178.jpg,104,196,100,178,3
dataset\0003백색유황앵무\0003_00000343.jpg,158,225,18,84,3
dataset\0003백색유황앵무\0003_00000078.jpg,158,229,52,120,3
dataset\0003백색유황앵무\0003_00000115.jpg,54,128,131,198,3
dataset\0003백색유황앵무\0003_00000303.jpg,105,172,12,77,3
dataset\0003백색유황앵무\0003_00000123.jpg,99,155,92,155,3
dataset\0003백색유황앵무\0003_00000094.jpg,99,172,93,160,3
dataset\0003백색유황앵무\0003_00000282.jpg,30,97,41,109,3
dataset\0003백색유황앵무\0003_00000155.jpg,128,207,30,105,3
dataset\0003백색유황앵무\0003_00000074.jpg,156,227,46,115,3
dataset\0003백색유황앵무\0003_00000106.jpg,58,132,151,218,3
dataset\0003백색유황앵무\0003_00000261.jpg,65,137,57,116,3
dataset\0003백색유황앵무\0003_00000279.jpg,29,96,44,112,3
dataset\0003백색유황앵무\0003_00000044.jpg,129,200,72,136,3
dataset\0003백색유황앵무\0003_00000037.jpg,140,211,68,132,3
dataset\0003백색유황앵무\0003_00000105.jpg,56,129,147,214,3
dataset\0003백색유황앵무\0003_00000330.jpg,111,175,40,103,3
dataset\0003백색유황앵무\0003_00000213.jpg,99,166,79,147,3
dataset\0003백색유황앵무\0003_00000338.jpg,135,202,22,88,3
dataset\0003백색유황앵무\0003_00000334.jpg,112,179,29,95,3
dataset\0003백색유황앵무\0003_00000120.jpg,77,143,108,171,3
dataset\0003백색유황앵무\0003_00000126.jpg,125,184,54,120,3
dataset\0003백색유황앵무\0003_00000161.jpg,127,214,38,113,3
dataset\0003백색유황앵무\0003_00000112.jpg,52,125,141,208,3
dataset\0003백색유황앵무\0003_00000025.jpg,170,241,33,97,3
dataset\0003백색유황앵무\0003_00000046.jpg,129,200,76,140,3
dataset\0003백색유황앵무\0003_00000144.jpg,141,216,33,105,3
dataset\0003백색유황앵무\0003_00000177.jpg,103,195,105,183,3
dataset\0003백색유황앵무\0003_00000278.jpg,29,96,41,109,3
dataset\0003백색유황앵무\0003_00000292.jpg,69,136,32,100,3
dataset\0003백색유황앵무\0003_00000286.jpg,44,111,38,107,3
dataset\0003백색유황앵무\0003_00000003.jpg,144,199,79,135,3
dataset\0003백색유황앵무\0003_00000250.jpg,97,166,61,119,3
dataset\0003백색유황앵무\0003_00000219.jpg,113,199,61,123,3
dataset\0003백색유황앵무\0003_00000169.jpg,120,212,73,152,3
dataset\0003백색유황앵무\0003_00000024.jpg,170,241,30,95,3
dataset\0003백색유황앵무\0003_00000073.jpg,151,222,52,120,3
dataset\0003백색유황앵무\0003_00000265.jpg,44,119,54,116,3
dataset\0003백색유황앵무\0003_00000183.jpg,117,206,73,143,3
dataset\0003백색유황앵무\0003_00000252.jpg,89,160,65,125,3
dataset\0003백색유황앵무\0003_00000010.jpg,139,194,49,105,3
dataset\0003백색유황앵무\0003_00000324.jpg,91,158,40,105,3
dataset\0003백색유황앵무\0003_00000097.jpg,75,148,121,188,3
dataset\0003백색유황앵무\0003_00000181.jpg,113,202,81,151,3
dataset\0003백색유황앵무\0003_00000054.jpg,97,166,191,265,3
dataset\0003백색유황앵무\0003_00000151.jpg,129,208,29,104,3
dataset\0003백색유황앵무\0003_00000107.jpg,54,128,152,219,3
dataset\0003백색유황앵무\0003_00000299.jpg,91,158,25,91,3
dataset\0003백색유황앵무\0003_00000203.jpg,76,145,150,218,3
dataset\0003백색유황앵무\0003_00000007.jpg,140,195,45,101,3
dataset\0003백색유황앵무\0003_00000058.jpg,111,179,164,238,3
dataset\0003백색유황앵무\0003_00000312.jpg,93,160,40,105,3
dataset\0003백색유황앵무\0003_00000319.jpg,96,167,46,115,3
dataset\0003백색유황앵무\0003_00000240.jpg,96,171,53,117,3
dataset\0003백색유황앵무\0003_00000137.jpg,129,195,49,120,3
dataset\0003백색유황앵무\0003_00000185.jpg,119,207,60,129,3
dataset\0003백색유황앵무\0003_00000026.jpg,160,231,44,108,3
dataset\0003백색유황앵무\0003_00000235.jpg,92,171,49,116,3
dataset\0003백색유황앵무\0003_00000048.jpg,128,199,76,151,3
dataset\0003백색유황앵무\0003_00000190.jpg,136,212,37,107,3
dataset\0003백색유황앵무\0003_00000104.jpg,57,131,148,215,3
dataset\0003백색유황앵무\0003_00000084.jpg,160,241,44,109,3
dataset\0003백색유황앵무\0003_00000032.jpg,144,215,65,129,3
dataset\0003백색유황앵무\0003_00000321.jpg,88,155,45,111,3
dataset\0003백색유황앵무\0003_00000172.jpg,117,210,85,164,3
dataset\0003백색유황앵무\0003_00000070.jpg,113,190,95,164,3
dataset\0003백색유황앵무\0003_00000081.jpg,164,245,38,104,3
dataset\0003백색유황앵무\0003_00000297.jpg,84,151,29,89,3
dataset\0003백색유황앵무\0003_00000130.jpg,132,198,46,117,3
dataset\0003백색유황앵무\0003_00000234.jpg,89,168,49,116,3
dataset\0003백색유황앵무\0003_00000125.jpg,121,180,66,132,3
dataset\0003백색유황앵무\0003_00000060.jpg,113,182,148,222,3
dataset\0003백색유황앵무\0003_00000283.jpg,34,101,41,109,3
dataset\0003백색유황앵무\0003_00000008.jpg,144,199,45,101,3
dataset\0003백색유황앵무\0003_00000009.jpg,139,194,45,101,3
dataset\0003백색유황앵무\0003_00000226.jpg,87,183,25,107,3
dataset\0003백색유황앵무\0003_00000205.jpg,73,143,158,226,3
dataset\0003백색유황앵무\0003_00000216.jpg,52,148,62,154,3
dataset\0003백색유황앵무\0003_00000090.jpg,132,216,57,129,3
dataset\0003백색유황앵무\0003_00000012.jpg,144,206,44,101,3
dataset\0003백색유황앵무\0003_00000077.jpg,159,230,49,117,3
dataset\0003백색유황앵무\0003_00000059.jpg,112,180,159,233,3
dataset\0003백색유황앵무\0003_00000202.jpg,79,148,145,214,3
dataset\0003백색유황앵무\0003_00000315.jpg,88,155,44,109,3
dataset\0003백색유황앵무\0003_00000272.jpg,20,103,46,115,3
dataset\0003백색유황앵무\0003_00000196.jpg,128,204,57,127,3
dataset\0003백색유황앵무\0003_00000227.jpg,84,180,25,107,3
dataset\0003백색유황앵무\0003_00000085.jpg,156,241,38,111,3
dataset\0003백색유황앵무\0003_00000180.jpg,111,199,95,156,3
dataset\0003백색유황앵무\0003_00000124.jpg,113,170,79,141,3
dataset\0003백색유황앵무\0003_00000266.jpg,41,116,45,107,3
dataset\0003백색유황앵무\0003_00000238.jpg,97,176,48,115,3
dataset\0003백색유황앵무\0003_00000099.jpg,50,124,154,220,3
dataset\0003백색유황앵무\0003_00000069.jpg,112,188,101,171,3
dataset\0003백색유황앵무\0003_00000083.jpg,168,249,40,105,3
dataset\0003백색유황앵무\0003_00000091.jpg,137,219,60,127,3
dataset\0003백색유황앵무\0003_00000285.jpg,42,109,38,107,3
dataset\0003백색유황앵무\0003_00000306.jpg,112,179,20,85,3
dataset\0003백색유황앵무\0003_00000220.jpg,95,180,46,108,3
dataset\0003백색유황앵무\0003_00000143.jpg,143,212,30,100,3
dataset\0003백색유황앵무\0003_00000314.jpg,88,155,42,108,3
dataset\0003백색유황앵무\0003_00000217.jpg,93,196,13,85,3
dataset\0003백색유황앵무\0003_00000309.jpg,99,166,30,96,3
dataset\0003백색유황앵무\0003_00000335.jpg,117,184,28,93,3
dataset\0003백색유황앵무\0003_00000116.jpg,61,135,128,195,3
dataset\0003백색유황앵무\0003_00000045.jpg,133,204,75,139,3
dataset\0003백색유황앵무\0003_00000036.jpg,140,211,65,129,3
dataset\0003백색유황앵무\0003_00000111.jpg,52,125,144,211,3
dataset\0003백색유황앵무\0003_00000098.jpg,53,127,156,223,3
dataset\0003백색유황앵무\0003_00000246.jpg,104,168,64,119,3
dataset\0003백색유황앵무\0003_00000114.jpg,54,128,136,203,3
dataset\0003백색유황앵무\0003_00000075.jpg,156,227,45,113,3
dataset\0003백색유황앵무\0003_00000184.jpg,120,208,65,135,3
dataset\0003백색유황앵무\0003_00000228.jpg,85,178,29,107,3
dataset\0003백색유황앵무\0003_00000122.jpg,93,150,96,159,3
dataset\0003백색유황앵무\0003_00000168.jpg,121,214,70,150,3
dataset\0003백색유황앵무\0003_00000028.jpg,151,222,56,120,3
dataset\0003백색유황앵무\0003_00000039.jpg,141,212,72,136,3
dataset\0003백색유황앵무\0003_00000035.jpg,139,210,62,127,3
dataset\0003백색유황앵무\0003_00000263.jpg,56,131,52,113,3
dataset\0003백색유황앵무\0003_00000146.jpg,132,211,36,111,3
dataset\0003백색유황앵무\0003_00000014.jpg,163,225,41,99,3
dataset\0003백색유황앵무\0003_00000304.jpg,112,179,10,76,3
dataset\0003백색유황앵무\0003_00000158.jpg,129,208,33,108,3
dataset\0003백색유황앵무\0003_00000011.jpg,145,200,45,101,3
dataset\0003백색유황앵무\0003_00000067.jpg,108,184,105,184,3
dataset\0003백색유황앵무\0003_00000251.jpg,95,163,64,121,3
dataset\0003백색유황앵무\0003_00000017.jpg,178,242,24,84,3
dataset\0003백색유황앵무\0003_00000148.jpg,127,206,34,109,3
dataset\0003백색유황앵무\0003_00000034.jpg,139,210,66,131,3
dataset\0003백색유황앵무\0003_00000165.jpg,120,212,60,139,3
dataset\0003백색유황앵무\0003_00000267.jpg,36,111,45,107,3
dataset\0003백색유황앵무\0003_00000187.jpg,133,210,53,123,3
dataset\0003백색유황앵무\0003_00000038.jpg,140,211,68,132,3
dataset\0003백색유황앵무\0003_00000113.jpg,50,124,140,207,3
dataset\0003백색유황앵무\0003_00000247.jpg,105,170,60,115,3
dataset\0003백색유황앵무\0003_00000337.jpg,129,196,24,89,3
dataset\0003백색유황앵무\0003_00000243.jpg,100,168,65,123,3
dataset\0003백색유황앵무\0003_00000276.jpg,12,95,48,116,3
dataset\0003백색유황앵무\0003_00000171.jpg,119,211,79,158,3
dataset\0003백색유황앵무\0003_00000326.jpg,97,164,37,103,3
dataset\0003백색유황앵무\0003_00000225.jpg,83,179,30,112,3
dataset\0003백색유황앵무\0003_00000156.jpg,135,214,21,96,3
dataset\0003백색유황앵무\0003_00000096.jpg,81,155,111,178,3
dataset\0003백색유황앵무\0003_00000199.jpg,91,171,101,175,3
dataset\0003백색유황앵무\0003_00000328.jpg,105,170,37,100,3
dataset\0003백색유황앵무\0003_00000157.jpg,131,210,30,105,3
